StudentNumber,Gender,GradeLevel,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,RiskRating
2774,Female,6,4,4,4,4,4,4,4,5,5,3,6,6,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,5,Medium
2775,Female,6,5,6,4,4,1,6,4,5,7,4,5,2,6,6,5,5,4,6,3,5,6,6,5,3,4,3,5,6,Low
2776,Female,6,5,4,4,7,4,5,6,3,5,7,4,3,6,6,5,7,5,6,3,6,6,5,5,5,7,3,5,5,Low
2777,Female,6,6,6,2,7,3,5,2,4,6,4,4,2,5,7,4,6,5,6,1,5,3,5,6,4,3,4,5,7,Low
2778,Female,6,3,6,6,6,4,7,5,4,3,3,6,2,4,6,6,3,4,7,2,5,7,5,6,4,6,1,5,5,Low
2779,Male,6,5,6,6,7,3,7,7,7,7,7,6,5,5,7,7,5,6,7,2,5,5,5,5,4,7,2,5,6,Low
2780,Male,6,5,6,5,5,2,7,3,3,5,5,6,2,7,5,5,6,5,4,3,6,6,6,4,4,4,1,3,5,Low
2781,Female,6,4,5,4,6,3,3,4,3,6,5,6,2,5,5,7,5,6,6,3,5,7,5,5,5,5,3,7,6,Low
2782,Male,6,5,5,2,7,2,6,4,5,5,4,5,5,4,7,2,4,4,5,1,6,6,6,5,5,6,4,4,7,Low
2783,Female,6,2,6,3,4,1,4,4,6,5,6,5,2,6,6,5,4,5,5,2,4,6,4,6,5,4,2,5,4,Low
2784,Male,6,4,6,3,7,4,5,4,3,6,5,5,3,6,4,4,5,2,4,2,5,2,5,5,6,6,3,4,5,Low
2785,Male,6,5,5,3,6,5,5,5,6,4,4,6,6,4,5,2,4,4,5,1,4,6,4,5,4,5,2,5,2,Low
2786,Female,6,3,5,5,6,3,5,4,3,7,3,5,3,5,4,6,6,5,6,1,4,7,2,5,6,5,1,6,7,Low
2787,Female,6,7,1,6,5,3,3,3,2,4,4,5,4,5,4,5,5,4,6,4,5,6,7,6,6,4,2,5,3,Low
2788,Male,6,5,4,6,5,4,7,5,2,4,6,6,3,7,5,6,6,5,6,3,6,6,5,6,4,6,1,3,5,Low
2789,Female,6,2,5,2,6,1,5,4,1,6,4,6,1,4,6,5,3,4,3,1,4,5,4,4,4,1,2,5,5,Low
2790,Male,6,2,5,3,4,4,6,5,3,5,6,7,1,6,6,6,4,4,5,2,4,5,1,5,4,6,2,4,5,Low
2791,Female,6,5,5,6,4,2,6,4,6,5,7,4,2,3,7,6,7,5,6,1,6,5,4,5,5,7,2,7,5,Low
2792,Male,6,4,4,4,4,4,4,4,4,4,4,6,1,4,2,4,5,6,4,4,6,4,4,4,4,6,4,4,4,Low
2793,Male,6,5,6,7,4,2,7,3,3,4,5,4,3,4,6,5,5,5,5,1,4,5,4,6,5,5,3,2,5,Low
2794,Female,6,6,6,4,5,3,5,4,5,7,7,4,3,4,4,6,5,4,5,1,3,6,3,5,4,3,4,3,5,Low
2795,Male,6,4,5,5,6,2,6,5,5,4,5,5,1,4,5,6,6,7,5,1,4,5,3,6,4,4,1,3,5,Low
2796,Female,6,6,5,5,5,3,6,3,6,4,3,5,1,6,5,6,4,6,6,2,3,6,4,4,4,6,2,4,5,Low
2797,Male,6,5,6,5,6,3,7,1,6,5,5,7,3,7,6,4,6,6,7,4,6,6,6,5,5,5,4,6,6,Low
2798,Female,6,4,7,4,5,3,7,6,6,7,4,7,2,6,3,6,6,6,5,2,7,6,6,4,6,6,5,5,5,Low
2799,Male,6,7,6,6,4,2,7,6,6,7,5,5,2,4,7,4,7,5,4,2,6,6,6,2,5,6,1,6,4,Low
2800,Female,6,6,5,4,7,4,3,4,7,7,3,6,3,7,4,3,7,6,5,3,7,6,5,7,4,5,2,4,6,Low
2801,Female,6,3,7,4,6,1,5,3,5,7,6,5,4,6,6,5,5,7,3,1,7,6,7,4,6,6,3,7,6,Low
2802,Female,6,7,4,5,5,3,4,4,4,5,4,6,5,5,6,4,7,4,5,3,5,7,4,7,4,7,1,4,6,Low
2803,Male,6,4,6,4,5,3,7,5,3,5,2,5,2,5,5,5,4,4,5,1,4,7,2,6,3,4,3,5,4,Low
2804,Female,6,6,4,7,6,3,5,3,5,5,6,6,1,6,6,7,4,6,6,2,6,3,5,6,5,6,1,6,7,Low
2805,Male,6,5,4,3,6,4,5,4,4,6,3,4,4,7,6,6,6,6,7,4,6,6,5,4,5,4,3,5,4,Low
2806,Male,6,3,5,7,7,3,7,5,5,7,4,4,7,4,5,4,5,5,6,2,5,2,4,5,7,7,5,5,7,Low
2807,Female,6,4,5,5,4,4,6,5,3,6,6,7,2,5,7,6,5,4,5,3,6,6,6,7,5,5,2,5,4,Low
2808,Female,6,3,4,6,6,3,7,5,5,5,4,7,2,5,6,4,5,4,7,1,7,7,4,7,5,5,4,3,4,Low
2809,Male,6,5,4,4,6,3,5,3,3,7,5,4,2,4,4,1,4,3,4,2,4,5,5,5,3,6,1,3,6,Low
2810,Female,6,1,5,5,5,2,6,4,5,6,5,6,2,3,6,5,4,3,5,3,6,6,4,4,4,6,3,5,5,Low
2811,Female,6,4,5,1,6,3,4,2,6,6,4,4,2,6,3,5,4,3,7,2,4,4,2,4,4,5,3,4,4,Low
2812,Male,6,5,4,4,3,3,5,5,6,5,6,5,4,4,6,4,5,5,6,1,6,6,4,4,6,5,2,4,5,Low
2813,Male,6,5,5,3,7,2,6,5,5,5,3,7,3,4,6,4,4,4,3,2,5,5,4,6,3,5,2,5,7,Low
2814,Female,6,3,4,4,7,4,6,6,5,5,4,4,5,5,6,5,7,3,6,4,5,5,4,7,6,6,3,5,5,Low
2815,Male,6,4,5,2,3,4,5,5,5,5,6,4,4,5,6,3,6,5,4,1,5,7,5,5,4,5,1,4,6,Low
2816,Male,6,5,5,4,6,1,6,6,5,7,6,5,3,5,4,4,4,3,5,2,4,6,5,7,6,6,3,4,4,Low
2817,Female,6,4,4,6,6,2,4,3,5,5,4,4,2,3,4,4,5,5,4,2,6,4,6,5,4,5,2,3,5,Low
2818,Female,6,7,3,6,5,1,4,5,4,5,5,6,2,4,5,3,5,4,4,4,6,5,6,4,6,5,1,6,2,Low
2819,Female,6,5,7,7,4,3,5,4,5,6,5,7,2,3,6,3,6,4,6,2,4,6,7,4,4,5,1,3,2,Low
2820,Male,6,4,4,4,5,4,7,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,Low
2821,Female,6,6,7,5,6,1,7,6,6,5,4,5,2,3,5,3,6,5,7,2,5,7,4,5,4,4,3,5,6,Low
2822,Male,6,6,5,5,7,1,7,3,4,5,5,5,2,4,6,6,5,4,3,2,6,6,3,5,3,4,4,3,5,Low
2823,Female,6,7,5,7,5,2,6,2,5,5,7,7,3,6,6,5,4,5,6,3,6,7,6,7,4,4,2,6,3,Low
2824,Female,6,6,4,6,5,3,5,4,4,5,7,5,4,7,5,6,5,4,7,1,6,5,4,5,7,7,3,4,5,Low
2825,Female,6,7,7,5,6,2,7,5,6,6,3,5,3,7,6,7,6,4,6,5,4,7,6,5,6,5,5,7,6,Low
2826,Male,6,4,6,5,7,2,7,5,5,7,5,6,4,6,5,4,5,7,6,5,6,4,6,7,5,6,3,7,7,Low
2827,Male,6,4,4,5,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Low
2828,Female,6,5,7,4,6,1,5,2,3,6,4,6,5,5,3,6,5,4,6,2,7,2,5,4,4,4,3,5,5,Low
2829,Male,6,4,5,4,7,3,5,3,3,6,2,2,1,6,5,4,6,5,7,2,6,4,2,6,5,5,3,7,5,Low
2830,Female,6,4,5,5,7,2,5,3,3,4,4,7,4,5,4,3,6,3,5,4,5,6,4,5,5,5,3,4,7,Low
2831,Female,6,4,4,4,2,1,5,2,6,5,5,7,2,3,5,3,4,3,7,3,4,4,1,5,3,5,3,7,5,Low
2832,Female,6,6,5,6,5,2,5,4,6,4,3,4,3,6,4,5,6,4,5,2,6,3,5,7,6,6,5,5,4,Low
2833,Female,6,5,7,5,6,4,6,3,7,7,5,7,4,7,4,5,6,4,6,2,7,5,5,6,2,6,2,6,6,Low
2834,Male,6,4,7,7,5,2,6,1,5,6,5,5,2,1,5,4,6,5,3,2,5,6,5,4,1,6,1,5,3,Low
2835,Female,6,3,4,6,6,1,6,3,4,6,4,5,4,6,6,5,5,5,6,3,7,3,3,4,4,5,3,4,7,Low
2836,Female,6,4,4,5,6,2,5,3,3,6,5,5,2,2,3,3,4,3,6,1,4,4,3,5,5,6,1,3,3,Low
2837,Male,6,5,5,4,7,4,7,4,6,5,4,4,3,6,6,6,6,5,5,6,5,4,4,6,3,4,2,4,4,Low
2838,Female,6,5,3,6,6,5,5,3,5,6,6,7,4,6,6,6,5,4,6,4,3,4,3,5,6,4,3,6,6,Low
2839,Male,6,5,6,6,7,3,7,4,2,5,5,7,3,7,6,5,7,4,5,1,6,6,3,6,5,6,5,5,7,Low
2840,Female,6,3,5,7,4,2,4,5,5,5,5,4,2,5,4,7,5,6,5,4,7,3,4,6,6,6,3,6,3,Low
2841,Female,6,2,6,5,5,2,5,5,6,5,3,5,2,6,7,4,4,3,5,1,6,6,2,6,4,5,2,7,6,Low
2842,Female,6,4,6,4,4,1,7,2,4,5,4,4,1,4,1,4,3,5,4,1,5,4,5,4,3,4,3,4,3,Low
2843,Female,6,4,6,4,7,3,5,3,4,7,5,4,7,7,3,5,6,5,6,4,6,5,6,6,5,6,4,6,5,Low
2844,Male,6,5,6,5,7,1,7,5,3,7,2,6,2,4,5,5,5,5,5,4,6,7,5,5,4,5,2,5,4,Low
2845,Female,6,4,5,4,3,4,7,4,4,6,4,7,2,4,7,4,5,6,5,2,7,6,6,5,6,5,5,4,7,Low
2846,Male,6,5,5,4,6,2,5,2,6,4,5,5,4,5,5,6,5,4,6,3,7,6,4,5,6,7,3,5,7,Low
2847,Female,6,6,6,4,5,1,7,2,5,6,6,6,3,4,6,5,6,5,5,3,7,5,6,5,4,7,5,5,7,Low
2848,Female,6,4,5,5,4,1,6,7,5,6,6,5,3,4,6,5,4,5,6,2,6,6,5,4,7,6,2,5,3,Low
2849,Female,6,2,6,5,6,1,7,1,6,6,4,6,3,6,7,3,6,7,5,2,6,7,3,6,5,7,1,4,4,Low
2850,Male,6,3,6,4,5,3,5,3,5,6,5,4,3,5,4,6,4,7,7,3,4,5,4,4,6,5,3,6,6,Low
2851,Male,6,3,6,5,4,2,7,3,4,5,5,6,3,4,4,4,5,5,3,2,6,7,5,5,6,6,3,4,7,Low
2852,Male,6,6,5,6,7,2,5,4,5,7,5,7,3,7,5,3,7,5,6,2,6,6,6,5,6,5,2,6,5,Low
2853,Male,6,3,6,5,7,4,6,4,3,7,6,7,3,6,5,4,5,5,3,2,5,7,5,6,3,5,4,4,5,Low
2854,Female,6,5,5,7,2,3,3,5,5,7,5,5,3,4,5,3,4,7,5,2,6,4,5,6,5,5,3,6,4,Low
2855,Male,6,4,6,4,5,2,7,2,5,6,3,5,1,6,5,6,6,7,7,3,6,6,4,6,5,5,2,7,7,Low
2856,Female,6,4,3,4,4,1,5,5,5,6,5,5,3,5,7,4,4,5,4,2,6,3,3,7,1,6,3,7,5,Low
2857,Male,6,5,5,5,6,3,6,1,5,6,2,7,4,3,6,6,4,4,7,4,7,6,6,6,5,7,3,5,5,Low
2858,Female,6,4,7,4,6,3,6,2,6,5,4,4,1,7,6,4,4,4,7,3,6,4,5,4,4,6,4,5,6,Low
2859,Male,6,5,7,5,6,2,7,4,4,5,6,6,4,6,3,5,7,7,5,3,6,6,6,6,5,5,2,7,6,Low
2860,Male,6,4,6,5,5,2,7,3,3,6,4,6,1,5,5,6,6,4,6,1,5,2,5,6,4,6,2,4,6,Low
2861,Male,7,5,6,4,6,5,7,4,5,6,4,5,4,6,5,7,6,6,6,2,5,5,4,4,6,6,2,4,5,Low
2862,Male,7,5,5,5,4,5,5,5,5,6,4,5,2,6,5,3,5,6,5,3,5,6,4,4,6,5,3,5,6,Low
2863,Female,7,3,5,6,5,5,6,3,3,6,3,6,1,6,5,3,6,4,5,4,4,4,5,5,3,7,3,4,4,Low
2864,Male,7,6,4,4,7,1,6,3,5,4,4,7,6,6,6,5,7,4,7,3,6,7,5,5,6,6,3,6,5,Low
2865,Female,7,4,5,1,5,2,6,5,4,5,5,5,2,4,7,6,6,5,7,5,5,2,4,6,4,5,2,1,6,Low
2866,Female,7,4,4,5,7,3,4,3,6,5,1,4,3,4,6,5,5,4,6,3,5,7,4,5,6,7,2,5,7,Low
2867,Female,7,5,7,6,5,3,7,6,5,7,7,7,1,6,4,6,7,6,5,4,5,5,3,6,5,7,1,5,7,Low
2868,Female,7,6,5,5,4,5,5,3,3,6,6,7,3,7,4,5,6,7,6,3,4,4,6,4,3,5,3,5,6,Low
2869,Female,7,3,6,5,6,1,6,4,3,6,4,5,1,3,4,3,5,5,6,3,6,7,5,6,6,5,2,5,4,Low
2870,Female,7,3,4,4,5,2,3,5,4,4,4,6,1,4,5,4,5,2,4,1,2,4,5,3,3,5,2,5,5,Low
2871,Female,7,3,6,6,5,3,7,3,5,5,5,3,2,6,2,5,6,4,4,3,6,6,5,6,1,7,3,5,6,Low
2872,Male,7,5,6,5,2,3,6,6,4,7,3,7,3,6,5,4,4,4,5,3,5,2,5,6,1,6,2,6,4,Low
2873,Female,7,3,6,4,7,2,7,4,6,7,4,5,1,6,4,5,5,5,4,1,6,4,6,5,4,5,1,5,4,Low
2874,Female,7,5,5,3,5,2,6,4,4,6,3,5,1,3,6,7,6,4,6,2,6,7,4,7,5,6,3,4,6,Low
2875,Female,7,7,6,6,7,3,7,3,6,7,6,5,3,7,6,7,7,6,6,4,7,7,7,5,6,7,3,7,5,Low
2876,Male,7,4,6,5,5,1,7,2,5,7,3,5,4,5,7,4,5,4,6,5,6,6,4,5,5,6,3,6,5,Low
2877,Male,7,4,7,4,5,3,7,4,6,7,6,7,2,5,6,4,6,5,5,2,4,6,7,6,5,7,3,6,6,Low
2878,Female,7,3,7,4,4,2,6,3,5,6,7,6,2,3,2,7,3,4,7,2,5,6,6,7,5,7,2,5,6,Low
2879,Male,7,6,7,4,6,2,5,3,5,7,4,5,1,7,7,5,7,5,5,3,5,5,5,6,4,6,2,5,5,Low
2880,Male,7,5,6,3,6,4,4,4,4,7,4,6,2,6,7,4,6,2,5,3,4,6,3,4,5,7,2,4,5,Low
2881,Female,7,5,5,4,6,4,7,4,7,5,5,6,4,6,6,5,7,7,7,6,7,7,7,6,4,3,3,6,7,Low
2882,Male,7,3,5,5,6,1,6,4,4,5,4,6,1,5,6,5,3,6,7,3,4,5,5,7,4,3,1,7,4,Low
2883,Male,7,5,5,6,5,4,5,3,5,4,5,6,3,5,2,5,6,3,4,3,6,6,5,5,5,4,3,7,5,Low
2884,Female,7,5,5,4,5,1,5,3,4,6,4,6,3,3,5,5,5,6,5,5,5,7,4,4,6,5,3,4,7,Low
2885,Female,7,4,4,4,6,3,4,5,4,6,6,6,1,5,5,4,5,1,5,2,5,4,6,5,1,7,3,5,6,Low
2886,Female,7,3,5,4,5,1,6,4,5,7,6,6,4,4,6,4,7,6,7,2,5,5,3,5,4,6,3,5,6,Low
2887,Male,7,4,3,6,4,3,7,4,6,4,3,5,4,4,4,6,4,3,7,2,4,3,5,5,1,7,2,7,6,Low
2888,Male,7,6,4,7,6,2,5,3,6,6,3,7,2,6,6,5,3,4,6,3,5,5,2,5,4,5,1,5,7,Low
2889,Male,7,4,7,5,5,4,7,4,5,5,5,4,1,6,5,6,7,7,3,3,6,6,5,5,4,7,5,6,4,Low
2890,Male,7,3,6,5,4,3,7,5,4,6,3,6,3,5,6,6,4,3,7,2,5,6,4,4,4,6,2,6,4,Low
2891,Male,7,4,5,6,7,3,5,3,3,6,3,6,2,6,4,3,6,6,3,2,5,4,6,4,4,5,1,5,6,Low
2892,Female,7,4,6,2,4,4,7,4,6,7,6,4,3,6,3,3,6,4,6,1,3,7,3,7,5,3,1,6,5,Low
2893,Female,7,7,2,2,3,2,4,4,6,5,6,5,2,6,6,5,5,7,6,2,1,5,6,5,5,6,3,5,6,Low
2894,Female,7,6,4,5,6,4,5,3,4,5,4,5,3,4,5,6,4,4,7,3,5,4,3,2,3,5,1,4,5,Low
2895,Female,7,4,6,6,5,5,6,5,6,7,7,5,3,2,6,4,3,5,5,5,4,6,5,5,5,4,3,4,3,Low
2896,Female,7,4,6,2,4,3,6,4,6,7,6,7,1,5,6,5,7,5,5,5,5,4,6,5,4,5,1,5,5,Low
2897,Male,7,5,7,7,7,3,7,5,5,7,4,5,2,5,4,6,7,6,6,2,3,5,5,6,5,5,3,4,5,Low
2898,Male,7,4,5,4,3,1,4,6,3,6,4,6,2,6,7,5,6,4,4,4,5,4,5,5,5,5,1,5,6,Low
2899,Female,7,4,4,5,5,4,6,5,7,5,5,6,4,6,5,4,5,5,6,4,5,3,5,4,5,6,2,4,7,Low
2900,Female,7,4,3,4,4,2,6,4,4,3,4,7,3,6,5,1,5,4,4,1,6,4,5,7,6,4,5,6,5,Low
2901,Male,7,3,6,6,3,3,7,1,4,7,4,6,2,6,6,5,7,4,5,2,7,5,4,3,4,5,4,5,5,Low
2902,Male,7,4,5,5,4,3,5,3,5,4,6,6,3,5,6,4,6,6,6,1,6,5,6,4,4,6,3,7,5,Low
2903,Female,7,4,3,5,6,3,7,6,5,7,5,4,1,6,6,4,5,5,5,4,6,4,4,4,5,6,3,4,6,Low
2904,Female,7,4,5,4,6,2,4,4,3,6,4,5,1,5,4,7,4,3,2,2,4,5,3,5,2,5,7,6,5,Low
2905,Female,7,5,5,4,5,2,7,3,5,6,6,7,3,7,3,4,5,5,5,1,4,4,5,4,4,6,2,7,6,Low
2906,Female,7,1,6,4,5,2,7,3,6,6,4,6,1,5,4,5,3,4,3,2,4,7,4,5,6,6,3,4,6,Low
2907,Female,7,4,5,5,5,1,3,5,4,5,4,7,1,5,6,7,7,2,4,2,6,4,4,7,5,4,2,6,3,Low
2908,Male,7,7,6,6,4,2,7,4,4,6,4,6,4,2,6,4,3,5,6,4,5,5,5,4,4,4,3,5,4,Low
2909,Male,7,5,6,3,6,1,5,4,4,6,2,5,1,6,6,7,7,5,4,2,7,4,4,5,4,6,2,3,6,Low
2910,Male,7,3,7,1,4,2,6,4,5,6,5,6,3,4,6,4,4,4,6,3,4,7,3,5,4,6,4,5,6,Low
2911,Male,7,5,5,2,5,5,7,4,6,6,5,6,2,6,6,6,4,6,6,3,4,5,5,4,3,7,3,4,7,Low
2912,Female,7,5,7,4,5,3,7,5,4,5,4,4,4,6,4,4,4,4,4,2,4,4,5,4,4,5,3,4,7,Low
2913,Female,7,4,3,5,6,1,7,1,3,6,6,6,2,3,7,6,5,4,7,1,5,5,7,5,4,6,2,6,7,Low
2914,Male,7,4,5,5,6,2,7,5,4,6,3,4,4,6,4,4,5,4,7,2,7,5,5,5,5,5,1,6,7,Low
2915,Male,7,3,6,5,7,5,7,4,6,7,6,5,3,4,3,3,5,3,5,3,5,6,4,2,3,6,4,5,7,Low
2916,Male,7,6,4,6,5,4,6,4,4,2,5,7,1,6,5,4,5,7,5,2,4,5,5,7,4,7,3,5,7,Low
2917,Female,7,5,7,6,3,5,7,4,7,7,3,6,2,7,5,3,4,5,7,4,5,5,5,7,4,7,2,6,5,Low
2918,Male,7,5,5,4,7,2,4,1,6,7,4,7,2,6,7,3,4,3,4,3,5,6,4,5,1,5,2,6,7,Low
2919,Male,7,5,7,5,2,3,7,5,4,7,5,5,2,6,7,5,7,3,6,2,6,4,4,4,6,6,4,4,7,Low
2920,Male,7,4,7,1,6,2,7,2,5,7,5,4,1,6,6,3,5,5,6,5,4,7,5,5,3,7,1,6,5,Low
2921,Male,7,5,6,3,7,2,7,5,5,4,3,7,3,6,7,4,5,5,6,2,2,6,5,5,6,5,4,6,7,Low
2922,Female,7,4,4,5,5,1,5,3,4,7,3,5,2,4,5,4,4,4,6,3,7,5,4,6,4,5,4,4,4,Low
2923,Male,7,5,7,4,7,3,7,3,4,5,4,6,4,5,6,6,7,6,6,2,4,5,5,5,4,5,1,4,5,Low
2924,Male,7,3,6,4,4,2,7,3,5,6,7,7,2,6,6,5,6,5,5,3,7,5,6,6,7,5,3,4,7,Low
2925,Male,7,4,7,6,6,2,5,2,5,5,6,7,2,6,6,6,6,4,5,3,5,4,6,5,4,6,4,5,5,Low
2926,Male,7,4,1,3,5,3,3,4,4,6,4,6,3,6,7,6,5,5,7,2,4,4,4,4,3,6,4,5,5,Low
2927,Male,7,7,5,3,4,4,5,6,6,7,3,5,3,7,7,5,7,4,6,4,4,7,4,7,6,6,2,5,6,Low
2928,Female,7,6,2,6,6,2,4,6,6,2,6,6,4,4,4,6,2,2,4,4,4,6,6,6,6,4,6,2,2,Low
2929,Male,7,2,6,5,6,2,6,3,5,6,4,5,2,5,5,4,6,5,6,3,6,5,6,5,5,4,3,6,4,Low
2930,Male,7,5,6,5,5,4,7,6,5,5,5,5,3,6,5,4,4,5,6,1,6,6,7,4,6,6,2,5,5,Low
2931,Male,7,6,4,6,3,3,7,5,5,5,7,4,2,6,6,4,5,5,5,4,5,5,5,6,4,6,3,5,6,Low
2932,Female,7,4,7,4,4,1,7,2,5,5,4,4,2,6,6,7,5,5,7,2,5,7,4,5,4,5,2,3,4,Low
2933,Male,7,6,6,3,6,4,7,3,3,7,4,4,2,3,5,5,5,3,7,3,6,6,4,6,4,6,4,2,6,Low
2934,Male,7,5,5,3,7,4,3,3,6,6,3,6,1,5,7,6,6,6,6,1,6,5,3,7,7,4,2,5,7,Low
2935,Female,7,5,7,6,5,3,5,4,6,5,5,5,2,4,5,4,5,6,4,1,6,7,5,5,2,5,2,5,5,Low
2936,Female,7,7,5,1,6,2,7,4,5,5,4,4,2,5,6,4,4,4,7,3,5,5,4,7,2,4,4,6,6,Low
2937,Male,7,5,6,5,4,4,5,3,5,5,2,5,2,2,3,3,5,1,2,2,5,4,3,3,5,6,4,6,3,Low
2938,Female,7,6,2,4,2,6,6,4,6,2,4,6,4,6,4,2,2,2,6,2,2,6,6,6,6,4,4,4,6,Low
2939,Female,7,4,6,6,6,2,7,2,2,3,2,4,4,4,2,4,1,4,4,2,2,6,4,6,4,2,4,2,2,Low
2940,Male,7,4,5,3,7,3,4,3,5,6,3,5,2,5,5,3,5,3,7,2,5,7,7,5,6,5,2,7,5,Low
2941,Male,7,5,6,3,3,3,7,4,3,5,3,6,2,5,5,5,4,4,6,2,4,7,3,6,5,4,4,6,6,Low
2942,Female,7,3,7,5,3,3,6,3,4,6,5,6,5,5,3,4,6,4,4,1,6,5,4,3,3,7,3,5,4,Low
2943,Male,7,6,5,5,5,2,6,2,6,7,5,4,4,7,7,5,5,5,5,1,6,5,5,6,6,6,1,5,5,Low
2944,Male,7,6,4,5,6,3,6,3,4,3,6,7,3,7,7,6,5,3,4,2,5,5,5,5,6,5,2,6,6,Low
2945,Female,7,6,4,4,3,3,5,4,6,5,3,1,1,7,5,5,6,6,5,3,6,4,5,5,5,4,1,6,4,Low
2946,Male,7,5,6,5,7,2,5,5,5,6,6,7,4,3,5,5,5,5,3,1,4,7,6,6,4,7,2,5,4,Low
2947,Female,7,5,7,5,5,2,7,5,5,7,4,5,2,4,5,4,6,1,5,3,4,6,5,5,4,6,1,6,3,Low
2948,Male,7,5,5,4,7,1,5,5,7,7,4,6,1,3,4,4,7,4,6,3,4,6,5,6,6,5,1,6,4,Low
2949,Male,7,4,5,4,7,3,7,2,4,6,6,7,5,6,5,7,6,7,7,2,7,6,4,6,4,6,4,6,3,Low
2950,Male,7,5,7,5,6,3,6,5,4,7,6,6,5,6,7,7,7,5,6,3,7,7,7,5,6,4,4,7,5,Low
2951,Male,7,6,7,5,7,4,7,3,5,7,7,7,4,7,5,3,7,3,7,3,7,7,4,7,5,5,4,7,5,Low
2952,Female,7,4,3,5,5,3,4,3,4,4,3,5,3,5,4,4,3,4,6,2,4,4,3,6,5,5,1,4,5,Low
2953,Female,7,3,7,7,4,2,7,5,6,7,4,7,4,6,7,3,5,5,7,3,7,7,6,6,6,3,3,7,6,Low
2954,Female,7,1,4,4,4,4,4,4,3,4,4,4,4,5,7,4,5,4,3,4,4,4,4,6,4,5,4,4,4,Low
2955,Female,7,6,6,6,5,2,7,4,5,6,5,5,4,5,7,5,7,5,7,4,7,6,7,5,7,7,2,7,6,Low
2956,Male,7,4,5,4,7,3,6,6,3,5,4,5,3,5,3,5,6,5,5,3,5,6,5,4,4,1,4,6,5,Low
2957,Male,7,3,6,6,5,3,7,5,4,7,6,6,2,5,6,7,5,7,6,3,7,2,4,7,5,5,3,3,6,Low
2958,Female,7,6,3,6,5,1,4,3,6,4,1,5,2,6,6,6,4,2,6,3,7,5,4,6,6,5,4,6,4,Low
2959,Female,7,4,5,3,5,1,5,4,5,7,4,6,3,5,6,2,5,3,5,2,7,5,3,3,4,4,2,6,6,Low
2960,Female,7,5,5,5,5,2,5,3,4,5,4,3,4,4,7,3,6,6,6,2,4,4,5,4,4,6,1,6,5,Low
2961,Male,7,2,2,6,4,6,6,6,2,6,4,2,4,6,6,2,4,2,6,4,4,4,2,6,6,6,4,6,6,Low
2962,Male,7,5,7,1,4,4,6,3,4,5,6,4,1,5,4,4,3,5,5,4,4,6,4,5,6,4,2,5,6,Low
2963,Female,7,5,7,5,4,2,7,4,5,7,3,5,3,5,3,6,4,3,5,2,3,5,5,4,4,3,1,5,7,Low
2964,Male,7,7,5,3,4,4,6,5,5,7,4,5,1,5,4,4,5,3,7,3,7,6,4,5,6,6,2,5,5,Low
2965,Female,7,6,7,6,5,5,7,4,3,7,4,4,2,5,7,6,5,6,7,1,6,4,3,6,3,5,3,7,5,Low
2966,Female,7,3,5,3,6,7,6,5,4,5,4,4,1,5,4,6,4,5,5,3,5,7,5,5,5,7,2,4,5,Low
2967,Female,7,4,5,2,6,3,4,4,5,7,3,5,5,7,6,6,5,4,6,2,5,5,6,5,2,5,2,6,3,Low
2968,Female,7,4,5,4,6,2,5,2,4,5,6,4,1,6,5,3,5,5,7,3,6,4,6,7,5,6,2,7,6,Low
2969,Male,7,4,7,6,5,2,5,3,7,5,7,5,2,5,5,1,7,4,6,1,7,6,4,7,4,6,3,5,6,Low
2970,Male,7,6,5,3,6,2,7,5,5,5,6,5,3,7,4,4,6,5,6,3,4,2,7,7,5,6,3,5,6,Low
2971,Male,7,6,6,5,6,3,7,2,5,7,4,6,1,3,5,4,6,4,5,2,5,7,4,7,4,6,1,5,4,Low
2972,Female,7,6,5,6,5,1,6,4,6,6,3,5,3,5,6,3,6,5,4,2,5,5,4,5,6,5,3,5,3,Low
2973,Male,7,3,6,2,6,1,7,3,5,7,4,5,3,4,6,5,3,6,4,1,4,5,4,6,4,7,3,7,5,Low
2974,Male,7,3,6,5,7,4,6,4,4,5,3,5,3,3,6,4,5,4,5,2,2,4,3,7,4,6,2,4,5,Low
2975,Male,7,6,5,5,4,2,5,3,4,4,5,4,4,4,3,6,4,5,6,4,6,7,3,1,5,6,2,6,5,Low
2976,Male,7,6,5,5,5,1,4,3,4,5,3,7,2,5,4,5,2,7,4,3,4,7,6,6,5,7,1,6,6,Low
2977,Female,7,6,7,6,7,2,6,4,7,7,4,7,2,7,4,7,4,7,6,3,5,5,4,5,4,7,1,7,7,Low
2978,Female,7,2,2,6,6,4,6,4,4,2,2,4,6,4,4,6,6,2,4,2,2,4,4,6,2,6,2,2,6,Low
2979,Male,7,6,6,6,4,1,7,4,5,5,4,7,3,6,6,4,3,2,7,3,5,7,7,4,7,7,1,5,6,Low
